center,left,right,steering_angle,throttle,brake,speed
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_01_280.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_01_280.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_01_280.jpg,0,1,0,30.19105
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_01_356.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_01_356.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_01_356.jpg,0,1,0,30.19002
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_01_438.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_01_438.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_01_438.jpg,0,1,0,30.19025
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_01_511.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_01_511.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_01_511.jpg,0,1,0,30.1903
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_01_587.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_01_587.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_01_587.jpg,0,1,0,30.1903
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_01_660.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_01_660.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_01_660.jpg,0,1,0,30.19031
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_01_731.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_01_731.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_01_731.jpg,-0.05,1,0,30.18972
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_01_813.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_01_813.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_01_813.jpg,-0.25,1,0,30.17484
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_01_888.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_01_888.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_01_888.jpg,0,1,0,30.41109
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_01_961.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_01_961.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_01_961.jpg,0,1,0,30.25809
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_02_043.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_02_043.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_02_043.jpg,0,1,0,30.19434
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_02_126.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_02_126.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_02_126.jpg,0,1,0,30.20156
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_02_210.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_02_210.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_02_210.jpg,0,1,0,30.18939
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_02_281.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_02_281.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_02_281.jpg,0,1,0,30.18946
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_02_357.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_02_357.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_02_357.jpg,0,1,0,30.18968
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_02_435.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_02_435.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_02_435.jpg,0,1,0,30.18982
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_02_508.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_02_508.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_02_508.jpg,0,1,0,30.18986
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_02_585.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_02_585.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_02_585.jpg,0,1,0,30.1899
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_02_671.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_02_671.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_02_671.jpg,0,1,0,30.18992
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_02_739.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_02_739.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_02_739.jpg,0,1,0,30.18991
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_02_809.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_02_809.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_02_809.jpg,0,1,0,30.18992
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_02_877.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_02_877.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_02_877.jpg,0,1,0,30.18992
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_02_947.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_02_947.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_02_947.jpg,0,1,0,30.18991
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_03_032.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_03_032.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_03_032.jpg,0,1,0,30.18993
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_03_117.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_03_117.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_03_117.jpg,0,1,0,30.18991
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_03_195.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_03_195.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_03_195.jpg,0,1,0,30.18989
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_03_273.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_03_273.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_03_273.jpg,0,1,0,30.18994
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_03_346.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_03_346.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_03_346.jpg,0,1,0,30.18994
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_03_414.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_03_414.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_03_414.jpg,0,1,0,30.18992
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_03_488.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_03_488.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_03_488.jpg,0,1,0,30.18993
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_03_566.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_03_566.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_03_566.jpg,0,1,0,30.18993
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_03_637.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_03_637.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_03_637.jpg,-0.1,1,0,30.18737
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_03_706.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_03_706.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_03_706.jpg,0,1,0,30.18684
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_03_779.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_03_779.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_03_779.jpg,0,1,0,30.18974
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_03_865.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_03_865.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_03_865.jpg,0,1,0,30.18991
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_03_938.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_03_938.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_03_938.jpg,0,1,0,30.18994
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_04_021.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_04_021.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_04_021.jpg,0,1,0,30.18996
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_04_096.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_04_096.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_04_096.jpg,0,1,0,30.18995
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_04_169.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_04_169.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_04_169.jpg,0,1,0,30.18994
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_04_258.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_04_258.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_04_258.jpg,0,1,0,30.18994
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_04_344.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_04_344.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_04_344.jpg,0,1,0,30.18998
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_04_421.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_04_421.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_04_421.jpg,0,1,0,30.18996
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_04_488.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_04_488.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_04_488.jpg,0,1,0,30.18997
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_04_565.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_04_565.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_04_565.jpg,0,1,0,30.18993
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_04_643.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_04_643.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_04_643.jpg,0,1,0,30.18994
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_04_720.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_04_720.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_04_720.jpg,0,1,0,30.18996
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_04_805.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_04_805.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_04_805.jpg,0,1,0,30.18996
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_04_881.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_04_881.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_04_881.jpg,0,1,0,30.18995
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_04_949.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_04_949.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_04_949.jpg,0,1,0,30.18994
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_05_016.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_05_016.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_05_016.jpg,0,1,0,30.18997
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_05_084.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_05_084.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_05_084.jpg,0,1,0,30.18995
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_05_169.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_05_169.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_05_169.jpg,0,1,0,30.18993
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_05_257.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_05_257.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_05_257.jpg,0,1,0,30.18994
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_05_331.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_05_331.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_05_331.jpg,0,1,0,30.18993
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_05_409.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_05_409.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_05_409.jpg,0,1,0,30.18999
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_05_487.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_05_487.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_05_487.jpg,0,1,0,30.18995
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_05_572.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_05_572.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_05_572.jpg,0,1,0,30.18997
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_05_652.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_05_652.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_05_652.jpg,0,1,0,30.18996
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_05_725.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_05_725.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_05_725.jpg,0,1,0,30.18996
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_05_799.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_05_799.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_05_799.jpg,0,1,0,30.18995
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_05_867.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_05_867.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_05_867.jpg,0,1,0,30.18996
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_05_946.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_05_946.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_05_946.jpg,0,1,0,30.18996
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_06_018.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_06_018.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_06_018.jpg,0,1,0,30.18996
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_06_100.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_06_100.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_06_100.jpg,0,1,0,30.18995
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_06_170.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_06_170.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_06_170.jpg,0,1,0,30.18996
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_06_240.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_06_240.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_06_240.jpg,0,1,0,30.18994
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_06_311.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_06_311.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_06_311.jpg,0,1,0,30.18995
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_06_386.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_06_386.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_06_386.jpg,0,1,0,30.18996
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_06_464.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_06_464.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_06_464.jpg,0,1,0,30.18995
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_06_549.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_06_549.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_06_549.jpg,0,1,0,30.18997
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_06_621.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_06_621.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_06_621.jpg,0,1,0,30.18996
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_06_693.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_06_693.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_06_693.jpg,0,1,0,30.18996
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_06_771.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_06_771.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_06_771.jpg,0,1,0,30.18995
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_06_844.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_06_844.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_06_844.jpg,0,1,0,30.18994
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_06_920.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_06_920.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_06_920.jpg,0,1,0,30.18998
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_06_992.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_06_992.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_06_992.jpg,0,1,0,30.18996
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_07_068.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_07_068.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_07_068.jpg,0,1,0,30.18996
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_07_133.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_07_133.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_07_133.jpg,0,1,0,30.18995
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_07_206.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_07_206.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_07_206.jpg,0,1,0,30.18997
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_07_287.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_07_287.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_07_287.jpg,0,1,0,30.18995
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_07_358.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_07_358.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_07_358.jpg,0,1,0,30.18998
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_07_434.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_07_434.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_07_434.jpg,0,1,0,30.18997
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_07_507.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_07_507.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_07_507.jpg,0,1,0,30.18993
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_07_586.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_07_586.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_07_586.jpg,0,1,0,30.18998
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_07_670.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_07_670.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_07_670.jpg,0,1,0,30.18995
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_07_753.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_07_753.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_07_753.jpg,0,1,0,30.18997
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_07_824.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_07_824.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_07_824.jpg,0,1,0,30.18995
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_07_897.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_07_897.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_07_897.jpg,0,1,0,30.18994
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_07_966.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_07_966.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_07_966.jpg,0,1,0,30.18996
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_08_039.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_08_039.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_08_039.jpg,0,1,0,30.18996
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_08_112.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_08_112.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_08_112.jpg,0,1,0,30.18995
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_08_187.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_08_187.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_08_187.jpg,0,1,0,30.18998
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_08_259.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_08_259.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_08_259.jpg,0,1,0,30.18995
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_08_335.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_08_335.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_08_335.jpg,0,1,0,30.18993
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_08_418.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_08_418.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_08_418.jpg,0,1,0,30.18996
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_08_486.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_08_486.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_08_486.jpg,0,1,0,30.18995
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_31_08_559.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_31_08_559.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_31_08_559.jpg,-0.1,1,0,30.18742
